开始节点,关系,结束节点,text
高速暂存器,包含,配置寄存器,DS18B20片内有12个字节的高速暂存器RAM单元，包括温度值、报警限值、配置寄存器和CRC码等。
高速暂存器,包含,CRC码,DS18B20片内有13个字节的高速暂存器RAM单元，包括温度值、报警限值、配置寄存器和CRC码等。
寄存器,控制,R1,配置寄存器可通过R1、R0设置分辨率，不同分辨率对应不同的转换时间。
寄存器,控制,R0,配置寄存器可通过R1、R0设置分辨率，不同分辨率对应不同的转换时间。
R1,控制,分辨率,配置寄存器可通过R1、R0设置分辨率，不同分辨率对应不同的转换时间。
R0,控制,分辨率,配置寄存器可通过R1、R1设置分辨率，不同分辨率对应不同的转换时间。
分辨率,相关,转换时间,配置寄存器可通过R1、R0设置分辨率，不同分辨率对应不同的转换时间。
DS18B20的工作时序,包含,初始化时序,DS18B20的工作时序包括初始化时序、写时序和读时序，对延时时间要求严格。
DS18B21的工作时序,包含,写时序,DS18B21的工作时序包括初始化时序、写时序和读时序，对延时时间要求严格。
DS18B22的工作时序,包含,读时序,DS18B22的工作时序包括初始化时序、写时序和读时序，对延时时间要求严格。
DS18B20片内,包含,ROM编码,DS18B20片内有唯一的64位光刻ROM编码，单片机写入的命令均为8位长。
DS18B20,控制,ROM命令,对多个DS18B20操作时，需先读出序列号，再用匹配ROM命令；对单个操作时，可用跳过ROM命令。
DS18B20,相关,LED数码管,利用DS18B20和LED数码管实现单总线温度测量系统，测量范围-55~128℃，显示00-99。
DS18B20,控制,单总线温度测量系统,利用DS18B20和LED数码管实现单总线温度测量系统，测量范围-55~128℃，显示00-99。
LED数码管,控制,单总线温度测量系统,利用DS18B20和LED数码管实现单总线温度测量系统，测量范围-55~128℃，显示00-99。
DS18B20温度,赋值,LED数码管,在Proteus环境下仿真，可手动调整DS18B20温度，LED数码管会显示相应温度值。
74LS47,控制,BCD码,电路中74LS47用于将单片机P0口输出的BCD码转化为段码驱动LED数码管显示。
74LS48,控制,LED数码管,电路中74LS47用于将单片机P1口输出的BCD码转化为段码驱动LED数码管显示。
SPI,等价,同步串行外设接口,SPI是Motorola公司推出的同步串行外设接口，允许单片机与带标准SPI接口的外围设备直接连接。
SPI系统,类型,单主器件系统,典型的SPI系统是单主器件系统，从器件多为外围接口器件。
从器件,类型,外围接口器件,典型的SPI系统是单主器件系统，从器件多为外围接口器件。
I/O口,控制,片选端,单片机扩展多个SPI器件时，需通过I/O口控制片选端分时选通；扩展单个时，片选端可接地或由I/O口控制。
SPI系统,包含,数据传输速度,SPI系统中数据传送格式是高位在前，低位在后，数据传输速度最高可达1.03Mbit/s。
SPI系统,包含,数据传送格式,SPI系统中数据传送格式是高位在前，低位在后，数据传输速度最高可达1.04Mbit/s。
单片机,包含,SPI接口,世界各大公司提供了多种具有SPI接口的单片机和外围接口芯片。
外围接口芯片,包含,SPI接口,世界各大公司提供了多种具有SPI接口的单片机和外围接口芯片。
AT89S51,控制,软件,AT89S51单片机无SPI接口，可通过软件与I/O口结合模拟SPI接口时序。
AT89S52,控制,I/O口,AT89S52单片机无SPI接口，可通过软件与I/O口结合模拟SPI接口时序。
I²C,等价,芯片间总线,I²C全称为芯片间总线，是应用广泛的芯片间串行扩展总线，多采用飞利浦公司的技术规范。
I131C,类型,芯片间串行扩展总线,I²C全称为芯片间总线，是应用广泛的芯片间串行扩展总线，多采用飞利浦公司的技术规范。
芯片间串行扩展总线,类型,芯片间串行扩展总线,I²C全称为芯片间总线，是应用广泛的芯片间串行扩展总线，多采用飞利浦公司的技术规范。
I²C串行总线,包含,SDA,I²C串行总线只有数据线SDA和时钟线SCL两条信号线，且都是双向的。
I²C串行总线,包含,SCL,I²C串行总线只有数据线SDA和时钟线SCL两条信号线，且都是双向的。
I²C串行总线,包含,数据线,I²C串行总线只有数据线SDA和时钟线SCL两条信号线，且都是双向的。
I²C串行总线,包含,时钟线,I²C串行总线只有数据线SDA和时钟线SCL两条信号线，且都是双向的。
数据线,等价,SDA,I²C串行总线只有数据线SDA和时钟线SCL两条信号线，且都是双向的。
时钟线,等价,SCL,I²C串行总线只有数据线SDA和时钟线SCL两条信号线，且都是双向的。
I²C总线,控制,纯软件寻址方法,I²C总线上各器件的数据线接SDA，时钟线接SCL，采用纯软件寻址方法，简化了总线数量。
主器件,控制,I²C总线,I²C总线运行由主器件控制，主器件通常是单片机，从器件需带有I²C总线接口。
主器件,等价,单片机,I²C总线运行由主器件控制，主器件通常是单片机，从器件需带有I²C总线接口。
从器件,包含,I²C总线接口,I²C总线运行由主器件控制，主器件通常是单片机，从器件需带有I²C总线接口。
I²C总线,控制,SDA,I²C总线空闲时，SDA和SCL均为高电平，各器件输出级为漏极或集电极开路，需接上拉电阻。
I²C总线,控制,SCL,I²C总线空闲时，SDA和SCL均为高电平，各器件输出级为漏极或集电极开路，需接上拉电阻。
时钟信号,控制,数据传输,SCL线上的时钟信号对SDA线上的数据传输起同步控制作用。
数据位,相关,时钟脉冲,I²C总线数据传送时，数据位与时钟脉冲对应，时钟高电平时数据需稳定，低电平时数据电平可变化。
主机,控制,起始信号,总线上数据传送由起始信号（S）开始，由终止信号（P）结束，起始和终止信号都由主机发出。
主机,控制,终止信号,总线上数据传送由起始信号（S）开始，由终止信号（P）结束，起始和终止信号都由主机发出。
字节,相关,应答位,I²C总线传送字节数无限制，每字节8位，先传最高位，每个字节后需跟随1位应答位。
数据帧格式,包含,地址信号,I²C总线上的数据帧格式包括地址信号和数据信号，起始信号后需传送从器件地址和读写方向位。
数据帧格式,包含,数据信号,I²C总线上的数据帧格式包括地址信号和数据信号，起始信号后需传送从器件地址和读写方向位。
起始信号,包含,从器件地址,I²C总线上的数据帧格式包括地址信号和数据信号，起始信号后需传送从器件地址和读写方向位。
起始信号,包含,读写方向位,I²C总线上的数据帧格式包括地址信号和数据信号，起始信号后需传送从器件地址和读写方向位。
I²C总线寻址,类型,软件寻址,I²C总线寻址采用软件寻址，寻址字节由7位从器件地址和1位读写方向位组成。
并行I/O口线,控制,AT89S51单片机,AT89S51单片机无I²C接口，可利用并行I/O口线结合软件模拟I²C总线上的时序。
I²C总线数据传送,包含,起始信号,I²C总线数据传送有严格时序要求，需模拟起始信号、终止信号、应答/数据“0”及非应答/数据“1”等典型信号。
I²C总线数据传送,包含,终止信号,I²C总线数据传送有严格时序要求，需模拟起始信号、终止信号、应答/数据“0”及非应答/数据“1”等典型信号。
I²C总线数据传送,包含,应答/数据“0”,I²C总线数据传送有严格时序要求，需模拟起始信号、终止信号、应答/数据“0”及非应答/数据“1”等典型信号。
I²C总线数据传送,包含,非应答/数据“1”,I²C总线数据传送有严格时序要求，需模拟起始信号、终止信号、应答/数据“0”及非应答/数据“1”等典型信号。
I²C总线通信,控制,总线初始化,AT89S51单片机模拟I²C总线通信时，需编写总线初始化、起始信号、终止信号、应答/数据“0”以及非应答/数据“1”等函数。
I²C总线通信,控制,起始信号,AT89S51单片机模拟I²C总线通信时，需编写总线初始化、起始信号、终止信号、应答/数据“0”以及非应答/数据“1”等函数。
I²C总线通信,控制,终止信号,AT89S51单片机模拟I²C总线通信时，需编写总线初始化、起始信号、终止信号、应答/数据“0”以及非应答/数据“1”等函数。
I²C总线通信,控制,应答/数据“0”,AT89S51单片机模拟I²C总线通信时，需编写总线初始化、起始信号、终止信号、应答/数据“0”以及非应答/数据“1”等函数。
I²C总线通信,控制,非应答/数据“1”,AT89S51单片机模拟I²C总线通信时，需编写总线初始化、起始信号、终止信号、应答/数据“0”以及非应答/数据“1”等函数。
I²C总线数据传送,包含,单字节数据,I²C总线数据传送中常使用单字节数据的发送与接收，有相应的子程序。
存储器,包含,IC卡,通用存储器的IC卡多采用I²C总线接口的AT24Cxx系列芯片，以AT24C02为例介绍其读写操作。
IC卡,包含,AT24Cxx系列芯片,通用存储器的IC卡多采用I²C总线接口的AT24Cxx系列芯片，以AT24C02为例介绍其读写操作。
AT24C02芯片,包含,字节格式,AT24C02芯片地址固定为1010，地址控制字节格式为1010A2A1A0R/W，片内存储空间用1字节地址码寻址。
AT24C02芯片,包含,片内存储空间,AT24C02芯片地址固定为1010，地址控制字节格式为1010A2A1A0R/W，片内存储空间用1字节地址码寻址。
AT24C02,控制,字节写入,AT24C02有字节写入和页写入两种写入方式，以及指定地址读和指定地址连续读两种读方式。
AT24C02,控制,页写入,AT24C02有字节写入和页写入两种写入方式，以及指定地址读和指定地址连续读两种读方式。
AT24C02,控制,指定地址读,AT24C02有字节写入和页写入两种写入方式，以及指定地址读和指定地址连续读两种读方式。
AT24C02,控制,指定地址连续读,AT24C02有字节写入和页写入两种写入方式，以及指定地址读和指定地址连续读两种读方式。
传感器,控制,模拟电信号,在单片机测控系统里，温度、压力等非电物理量先经传感器变成连续变化的模拟电信号（电压或电流），再由ADC转换为数字量供单片机处理，处理后的数字量有时需经DAC转换为模拟信号输出。
ADC,控制,数字量,在单片机测控系统里，温度、压力等非电物理量先经传感器变成连续变化的模拟电信号（电压或电流），再由ADC转换为数字量供单片机处理，处理后的数字量有时需经DAC转换为模拟信号输出。
ADC,控制,模拟信号,在单片机测控系统里，温度、压力等非电物理量先经传感器变成连续变化的模拟电信号（电压或电流），再由ADC转换为数字量供单片机处理，处理后的数字量有时需经DAC转换为模拟信号输出。
集成化DAC芯片,类型,10位,如今集成化DAC芯片丰富多样，部分单片机集成了10位左右、转换速度快的DAC，低端并行8位DAC在实验室或某些工业控制领域因性价比高仍有应用空间。
集成化DAC芯片,包含,转换速度快的DAC,如今集成化DAC芯片丰富多样，部分单片机集成了10位左右、转换速度快的DAC，低端并行8位DAC在实验室或某些工业控制领域因性价比高仍有应用空间。
集成化DAC芯片,包含,低端并行8位DAC,如今集成化DAC芯片丰富多样，部分单片机集成了10位左右、转换速度快的DAC，低端并行8位DAC在实验室或某些工业控制领域因性价比高仍有应用空间。
D/A转换器,类型,电压输出,D/A转换器有电压输出和电流输出两种形式，与单片机的接口形式有并行和串行（如SPI串行接口），选择时要依据系统结构考虑接口形式。
D/A转换器,类型,电流输出,D/A转换器有电压输出和电流输出两种形式，与单片机的接口形式有并行和串行（如SPI串行接口），选择时要依据系统结构考虑接口形式。
D/A转换器,类型,并行,D/A转换器有电压输出和电流输出两种形式，与单片机的接口形式有并行和串行（如SPI串行接口），选择时要依据系统结构考虑接口形式。
D/A转换器,类型,串行,D/A转换器有电压输出和电流输出两种形式，与单片机的接口形式有并行和串行（如SPI串行接口），选择时要依据系统结构考虑接口形式。
D/A转换器,包含,分辨率,D/A转换器的主要技术指标包括分辨率（与二进制位数相关，位数越多分辨率越高）、建立时间（描述转换速度，电流输出型转换时间短，电压输出型因I-V转换时间长）、转换精度（理想与分辨率一致，实际受多种因素影响，相同位数不同芯片精度不同）。
分辨率,相关,二进制位数,D/A转换器的主要技术指标包括分辨率（与二进制位数相关，位数越多分辨率越高）、建立时间（描述转换速度，电流输出型转换时间短，电压输出型因I-V转换时间长）、转换精度（理想与分辨率一致，实际受多种因素影响，相同位数不同芯片精度不同）。
D/A转换器,包含,建立时间,D/A转换器的主要技术指标包括分辨率（与二进制位数相关，位数越多分辨率越高）、建立时间（描述转换速度，电流输出型转换时间短，电压输出型因I-V转换时间长）、转换精度（理想与分辨率一致，实际受多种因素影响，相同位数不同芯片精度不同）。
建立时间,控制,转换速度,D/A转换器的主要技术指标包括分辨率（与二进制位数相关，位数越多分辨率越高）、建立时间（描述转换速度，电流输出型转换时间短，电压输出型因I-V转换时间长）、转换精度（理想与分辨率一致，实际受多种因素影响，相同位数不同芯片精度不同）。
D/A转换器,包含,转换精度,D/A转换器的主要技术指标包括分辨率（与二进制位数相关，位数越多分辨率越高）、建立时间（描述转换速度，电流输出型转换时间短，电压输出型因I-V转换时间长）、转换精度（理想与分辨率一致，实际受多种因素影响，相同位数不同芯片精度不同）。
转换精度,等价,分辨率,D/A转换器的主要技术指标包括分辨率（与二进制位数相关，位数越多分辨率越高）、建立时间（描述转换速度，电流输出型转换时间短，电压输出型因I-V转换时间长）、转换精度（理想与分辨率一致，实际受多种因素影响，相同位数不同芯片精度不同）。
DAC0832,类型,D/A转换器,DAC0832是常用的并行8位D/A转换器，它有DI7-DIO等多个引脚，分别用于接收数字量、控制数据输入锁存、输出电流、提供反馈信号、接入参考电压和电源等，且数字地和模拟地有连接要求。
DAC0832,包含,DI7-DIO,DAC0832是常用的并行8位D/A转换器，它有DI7-DIO等多个引脚，分别用于接收数字量、控制数据输入锁存、输出电流、提供反馈信号、接入参考电压和电源等，且数字地和模拟地有连接要求。
DAC0832,控制,接收数字量,DAC0832是常用的并行8位D/A转换器，它有DI7-DIO等多个引脚，分别用于接收数字量、控制数据输入锁存、输出电流、提供反馈信号、接入参考电压和电源等，且数字地和模拟地有连接要求。
DAC0832,控制,控制数据输入锁存,DAC0832是常用的并行8位D/A转换器，它有DI7-DIO等多个引脚，分别用于接收数字量、控制数据输入锁存、输出电流、提供反馈信号、接入参考电压和电源等，且数字地和模拟地有连接要求。
DAC0832,控制,输出电流,DAC0832是常用的并行8位D/A转换器，它有DI7-DIO等多个引脚，分别用于接收数字量、控制数据输入锁存、输出电流、提供反馈信号、接入参考电压和电源等，且数字地和模拟地有连接要求。
DAC0832,控制,提供反馈信号,DAC0832是常用的并行8位D/A转换器，它有DI7-DIO等多个引脚，分别用于接收数字量、控制数据输入锁存、输出电流、提供反馈信号、接入参考电压和电源等，且数字地和模拟地有连接要求。
DAC0832,控制,接入参考电压,DAC0832是常用的并行8位D/A转换器，它有DI7-DIO等多个引脚，分别用于接收数字量、控制数据输入锁存、输出电流、提供反馈信号、接入参考电压和电源等，且数字地和模拟地有连接要求。
DAC0832,控制,电源,DAC0832是常用的并行8位D/A转换器，它有DI7-DIO等多个引脚，分别用于接收数字量、控制数据输入锁存、输出电流、提供反馈信号、接入参考电压和电源等，且数字地和模拟地有连接要求。
AT89S51单片机,,DAC0832,AT89S51单片机控制DAC0832可实现数字调压，DAC0832输出有单缓冲和双缓冲方式，单缓冲方式适用于一路或多路不同步模拟量输出的情况。
DAC0832输出,类型,单缓冲方式,AT89S51单片机控制DAC0832可实现数字调压，DAC0832输出有单缓冲和双缓冲方式，单缓冲方式适用于一路或多路不同步模拟量输出的情况。
DAC0832输出,类型,双缓冲方式,AT89S51单片机控制DAC0832可实现数字调压，DAC0832输出有单缓冲和双缓冲方式，单缓冲方式适用于一路或多路不同步模拟量输出的情况。
P2.0,控制,DAC0832,在单片机与DAC0832单缓冲方式接口设计中，单片机P2.0和P2.1脚控制DAC0832相关端，数字量经P1口送入转换，通过虚拟直流电压表可观察输出电压在一定范围内变化。
P2.1,控制,DAC0832,在单片机与DAC0832单缓冲方式接口设计中，单片机P2.0和P2.1脚控制DAC0832相关端，数字量经P1口送入转换，通过虚拟直流电压表可观察输出电压在一定范围内变化。
单片机,控制,DAC0832,单片机控制DAC0832制作波形发生器，原理是发送不同波形数据经D/A转换输出模拟信号，正弦波需送256个采样点数据，方波靠定时器定时中断控制高低电平持续时间，三角波通过数字量先增后减实现，锯齿波由数据不断增1溢出清零产生，梯形波是数字量先增到0xff延时再减形成。
DAC0832,赋值,波形发生器,单片机控制DAC0832制作波形发生器，原理是发送不同波形数据经D/A转换输出模拟信号，正弦波需送256个采样点数据，方波靠定时器定时中断控制高低电平持续时间，三角波通过数字量先增后减实现，锯齿波由数据不断增1溢出清零产生，梯形波是数字量先增到0xff延时再减形成。
采样点,赋值,正弦波,单片机控制DAC0832制作波形发生器，原理是发送不同波形数据经D/A转换输出模拟信号，正弦波需送256个采样点数据，方波靠定时器定时中断控制高低电平持续时间，三角波通过数字量先增后减实现，锯齿波由数据不断增1溢出清零产生，梯形波是数字量先增到0xff延时再减形成。
定时中断,赋值,方波,单片机控制DAC0832制作波形发生器，原理是发送不同波形数据经D/A转换输出模拟信号，正弦波需送256个采样点数据，方波靠定时器定时中断控制高低电平持续时间，三角波通过数字量先增后减实现，锯齿波由数据不断增1溢出清零产生，梯形波是数字量先增到0xff延时再减形成。
数字量,赋值,三角波,单片机控制DAC0832制作波形发生器，原理是发送不同波形数据经D/A转换输出模拟信号，正弦波需送256个采样点数据，方波靠定时器定时中断控制高低电平持续时间，三角波通过数字量先增后减实现，锯齿波由数据不断增1溢出清零产生，梯形波是数字量先增到0xff延时再减形成。
数据溢出清零,赋值,锯齿波,单片机控制DAC0832制作波形发生器，原理是发送不同波形数据经D/A转换输出模拟信号，正弦波需送256个采样点数据，方波靠定时器定时中断控制高低电平持续时间，三角波通过数字量先增后减实现，锯齿波由数据不断增1溢出清零产生，梯形波是数字量先增到0xff延时再减形成。
数字量,赋值,梯形波,单片机控制DAC0832制作波形发生器，原理是发送不同波形数据经D/A转换输出模拟信号，正弦波需送256个采样点数据，方波靠定时器定时中断控制高低电平持续时间，三角波通过数字量先增后减实现，锯齿波由数据不断增1溢出清零产生，梯形波是数字量先增到0xff延时再减形成。
TLC5615,类型,DAC,TLC5615是美国TI公司的串行SPI接口10位电压输出型DAC，最大输出电压是基准电压值的两倍，有上电复位功能，适用于电池供电设备、数字失调与增益调整及工业控制等场合。
TLC5615,包含,DAC电路,TLC5615内部由10位DAC电路、16位移位寄存器等组成，有12位数据序列和级联两种工作方式，片选脚CS为低电平时串行输入数据，在SCLK时钟上升沿移入，CS上升沿锁存数据供转换。
TLC5615,包含,寄存器,TLC5615内部由10位DAC电路、16位移位寄存器等组成，有12位数据序列和级联两种工作方式，片选脚CS为低电平时串行输入数据，在SCLK时钟上升沿移入，CS上升沿锁存数据供转换。
TLC5615,类型,数据序列,TLC5615内部由10位DAC电路、16位移位寄存器等组成，有12位数据序列和级联两种工作方式，片选脚CS为低电平时串行输入数据，在SCLK时钟上升沿移入，CS上升沿锁存数据供转换。
TLC5615,类型,级联,TLC5615内部由10位DAC电路、16位移位寄存器等组成，有12位数据序列和级联两种工作方式，片选脚CS为低电平时串行输入数据，在SCLK时钟上升沿移入，CS上升沿锁存数据供转换。
片选脚CS,控制,串行输入数据,TLC5615内部由10位DAC电路、16位移位寄存器等组成，有12位数据序列和级联两种工作方式，片选脚CS为低电平时串行输入数据，在SCLK时钟上升沿移入，CS上升沿锁存数据供转换。
单片机,控制,TLC5615,单片机控制TLC5615进行D/A转换时，调节可变电位计RV1可使输出电压在0-5V内调节，通过虚拟直流电压表可观察转换输出电压值。
TLC5615,控制,D/A转换,单片机控制TLC5615进行D/A转换时，调节可变电位计RV1可使输出电压在0-5V内调节，通过虚拟直流电压表可观察转换输出电压值。
RV1,控制,输出电压,单片机控制TLC5615进行D/A转换时，调节可变电位计RV1可使输出电压在0-5V内调节，通过虚拟直流电压表可观察转换输出电压值。
虚拟直流电压表,控制,输出电压值,单片机控制TLC5615进行D/A转换时，调节可变电位计RV1可使输出电压在0-5V内调节，通过虚拟直流电压表可观察转换输出电压值。
A/D转换器,类型,逐次比较型,A/D转换器将模拟量转换为数字量供单片机处理，目前有逐次比较型、双积分型、∑-△式等多种类型，还有不同输出位数和接口形式，部分单片机片内集成A/D转换器，但有时仍需外扩。
A/D转换器,类型,双积分型,A/D转换器将模拟量转换为数字量供单片机处理，目前有逐次比较型、双积分型、∑-△式等多种类型，还有不同输出位数和接口形式，部分单片机片内集成A/D转换器，但有时仍需外扩。
A/D转换器,类型,∑-△式,A/D转换器将模拟量转换为数字量供单片机处理，目前有逐次比较型、双积分型、∑-△式等多种类型，还有不同输出位数和接口形式，部分单片机片内集成A/D转换器，但有时仍需外扩。
单片机片内,包含,A/D转换器,A/D转换器将模拟量转换为数字量供单片机处理，目前有逐次比较型、双积分型、∑-△式等多种类型，还有不同输出位数和接口形式，部分单片机片内集成A/D转换器，但有时仍需外扩。
A/D转换器主要技术指标,包含,转换时间,A/D转换器的主要技术指标有转换时间或转换速率、分辨率（取决于位数，位数越高分辨率越高，量化误差越小）、转换精度（实际与理想A/D转换器量化值的差值，相同位数芯片精度未必相同）。
A/D转换器主要技术指标,包含,转换速率,A/D转换器的主要技术指标有转换时间或转换速率、分辨率（取决于位数，位数越高分辨率越高，量化误差越小）、转换精度（实际与理想A/D转换器量化值的差值，相同位数芯片精度未必相同）。
A/D转换器主要技术指标,包含,分辨率,A/D转换器的主要技术指标有转换时间或转换速率、分辨率（取决于位数，位数越高分辨率越高，量化误差越小）、转换精度（实际与理想A/D转换器量化值的差值，相同位数芯片精度未必相同）。
A/D转换器主要技术指标,包含,转换精度,A/D转换器的主要技术指标有转换时间或转换速率、分辨率（取决于位数，位数越高分辨率越高，量化误差越小）、转换精度（实际与理想A/D转换器量化值的差值，相同位数芯片精度未必相同）。
ADC0809,类型,A/D转换器,ADC0809是逐次比较型8路模拟输入、8位数字量输出的A/D转换器，由单一+5V电源供电，片内有模拟开关，转换时间与时钟频率有关，可直接连到单片机数据总线。
转换时间,相关,时钟频率,ADC0809是逐次比较型8路模拟输入、8位数字量输出的A/D转换器，由单一+5V电源供电，片内有模拟开关，转换时间与时钟频率有关，可直接连到单片机数据总线。
单片机,控制,ADC0809,单片机控制ADC0809进行A/D转换，有查询和中断两种方式，查询方式检测EOC脚电平判断转换是否结束，中断方式是转换结束时EOC信号向单片机发出中断请求。
ADC0809,控制,A/D转换,单片机控制ADC0809进行A/D转换，有查询和中断两种方式，查询方式检测EOC脚电平判断转换是否结束，中断方式是转换结束时EOC信号向单片机发出中断请求。
A/D转换,类型,查询方式,单片机控制ADC0809进行A/D转换，有查询和中断两种方式，查询方式检测EOC脚电平判断转换是否结束，中断方式是转换结束时EOC信号向单片机发出中断请求。
A/D转换,类型,中断方式,单片机控制ADC0809进行A/D转换，有查询和中断两种方式，查询方式检测EOC脚电平判断转换是否结束，中断方式是转换结束时EOC信号向单片机发出中断请求。
查询方式,相关,EOC脚电平,单片机控制ADC0809进行A/D转换，有查询和中断两种方式，查询方式检测EOC脚电平判断转换是否结束，中断方式是转换结束时EOC信号向单片机发出中断请求。
中断方式,相关,中断请求,单片机控制ADC0809进行A/D转换，有查询和中断两种方式，查询方式检测EOC脚电平判断转换是否结束，中断方式是转换结束时EOC信号向单片机发出中断请求。
电压,控制,发光二极管,设计两路输入的数字电压表时，采用查询方式对两路模拟电压交替采集，电压超设定值时驱动发光二极管闪烁和蜂鸣器发声，测量结果显示在LED数码管和虚拟电压表上。
电压,控制,蜂鸣器,设计两路输入的数字电压表时，采用查询方式对两路模拟电压交替采集，电压超设定值时驱动发光二极管闪烁和蜂鸣器发声，测量结果显示在LED数码管和虚拟电压表上。
TLC549,类型,A/D转换器,TLC549是美国TI公司的串行8位A/D转换器，带有SPI接口，转换速度小于17μs，能方便与单片机连接，其工作时序有特定要求。
TLC549,包含,SPI接口,TLC549是美国TI公司的串行8位A/D转换器，带有SPI接口，转换速度小于17μs，能方便与单片机连接，其工作时序有特定要求。
TLC2543,类型,A/D转换器,TLC2543是美国TI公司的12位串行SPI接口A/D转换器，片内有14路模拟开关，工作过程分I/O周期和转换周期，每次转换需写入命令字确定转换参数。
TLC2543,包含,14路模拟开关,TLC2543是美国TI公司的12位串行SPI接口A/D转换器，片内有14路模拟开关，工作过程分I/O周期和转换周期，每次转换需写入命令字确定转换参数。
TLC2543工作过程,类型,I/O周期,TLC2543是美国TI公司的12位串行SPI接口A/D转换器，片内有14路模拟开关，工作过程分I/O周期和转换周期，每次转换需写入命令字确定转换参数。
TLC2543工作过程,类型,转换周期,TLC2543是美国TI公司的12位串行SPI接口A/D转换器，片内有14路模拟开关，工作过程分I/O周期和转换周期，每次转换需写入命令字确定转换参数。
